Date,Price,Open,High,Low,Vol.,Change %
4/04/2022,1.3256,1.3348,1.3364,1.3232,73.19K,-0.57%
1/04/2022,1.3332,1.3363,1.3384,1.3289,91.45K,-0.25%
31/03/2022,1.3365,1.3318,1.3388,1.3286,81.69K,0.38%
30/03/2022,1.3314,1.3321,1.3331,1.3267,79.06K,0.05%
29/03/2022,1.3308,1.335,1.3412,1.3298,101.82K,-0.32%
28/03/2022,1.3351,1.3311,1.3393,1.3261,77.05K,0.32%
25/03/2022,1.3308,1.331,1.3343,1.3267,67.33K,0.00%
24/03/2022,1.3308,1.3337,1.3395,1.3283,63.73K,-0.17%
23/03/2022,1.333,1.3389,1.3424,1.3319,80.53K,-0.44%
22/03/2022,1.3389,1.3512,1.3559,1.3383,77.72K,-0.90%
21/03/2022,1.351,1.3511,1.3562,1.3467,77.94K,0.18%
18/03/2022,1.3486,1.3557,1.3587,1.3479,63.37K,-0.50%
17/03/2022,1.3554,1.3714,1.3733,1.3525,72.77K,-1.18%
16/03/2022,1.3716,1.3897,1.3929,1.3704,84.84K,-1.29%
15/03/2022,1.3895,1.3912,1.3958,1.3834,101.16K,-0.11%
14/03/2022,1.391,1.3717,1.3917,1.3694,89.38K,1.43%
11/03/2022,1.3714,1.36,1.3734,1.3571,97.92K,0.92%
10/03/2022,1.3589,1.3656,1.3724,1.3571,92.95K,-0.48%
9/03/2022,1.3654,1.3757,1.3767,1.3627,99.87K,-0.73%
8/03/2022,1.3755,1.3665,1.3803,1.3606,127.65K,0.69%
7/03/2022,1.3661,1.3567,1.3678,1.3437,127.68K,0.71%
4/03/2022,1.3565,1.3644,1.37,1.3548,114.13K,-0.57%
3/03/2022,1.3643,1.3706,1.3745,1.3607,99.31K,-0.42%
2/03/2022,1.3701,1.3792,1.3807,1.3685,95.00K,-0.60%
1/03/2022,1.3784,1.3771,1.3817,1.3715,108.43K,0.12%
28/02/2022,1.3767,1.3918,1.3982,1.3762,113.97K,-0.38%
25/02/2022,1.382,1.3961,1.4004,1.3815,113.49K,-1.00%
24/02/2022,1.3959,1.3822,1.4095,1.3821,145.83K,0.99%
23/02/2022,1.3822,1.3851,1.3855,1.3726,79.15K,-0.20%
22/02/2022,1.385,1.391,1.3945,1.3823,99.77K,-0.40%
21/02/2022,1.3906,1.3947,1.3963,1.3843,72.89K,-0.22%
18/02/2022,1.3937,1.3916,1.3958,1.3833,90.33K,0.18%
17/02/2022,1.3912,1.3898,1.3989,1.3853,109.19K,0.12%
16/02/2022,1.3895,1.3983,1.4001,1.3877,88.29K,-0.62%
15/02/2022,1.3982,1.4031,1.4082,1.3971,81.04K,-0.35%
14/02/2022,1.4031,1.402,1.4113,1.3983,101.71K,0.14%
11/02/2022,1.4011,1.3955,1.4069,1.3915,107.20K,0.40%
10/02/2022,1.3955,1.393,1.3992,1.3794,81.22K,0.19%
9/02/2022,1.3928,1.3993,1.4004,1.3898,64.43K,-0.46%
8/02/2022,1.3992,1.4037,1.4074,1.3989,94.96K,-0.28%
7/02/2022,1.4031,1.413,1.4155,1.4023,80.73K,-0.69%
4/02/2022,1.4128,1.4004,1.4182,1.398,99.60K,0.90%
3/02/2022,1.4002,1.4016,1.4067,1.3948,94.04K,-0.06%
2/02/2022,1.401,1.4029,1.405,1.3967,67.00K,-0.12%
1/02/2022,1.4027,1.4146,1.422,1.4022,73.31K,-0.84%
31/01/2022,1.4146,1.4286,1.432,1.413,74.00K,-1.15%
28/01/2022,1.431,1.4223,1.4353,1.419,95.31K,0.68%
27/01/2022,1.4213,1.4053,1.4238,1.4039,98.08K,1.14%
26/01/2022,1.4053,1.3988,1.4092,1.3923,92.25K,0.51%
25/01/2022,1.3982,1.4002,1.4044,1.3935,116.42K,-0.14%
24/01/2022,1.4002,1.3935,1.4105,1.391,111.55K,0.60%
21/01/2022,1.3918,1.3837,1.3946,1.3827,102.13K,0.59%
20/01/2022,1.3837,1.3867,1.3874,1.3741,93.01K,-0.21%
19/01/2022,1.3866,1.3918,1.3935,1.3812,105.47K,-0.34%
18/01/2022,1.3914,1.3872,1.3948,1.3832,110.58K,0.35%
17/01/2022,1.3866,1.3865,1.3899,1.383,77.28K,-0.05%
14/01/2022,1.3873,1.3729,1.3894,1.3708,85.00K,1.09%
13/01/2022,1.3723,1.3726,1.375,1.367,77.08K,-0.01%
12/01/2022,1.3725,1.387,1.389,1.3711,62.29K,-1.03%
11/01/2022,1.3868,1.3949,1.3977,1.3861,60.36K,-0.52%
10/01/2022,1.3941,1.3947,1.3989,1.3882,58.30K,0.09%
7/01/2022,1.3928,1.3963,1.4027,1.3911,66.78K,-0.21%
6/01/2022,1.3957,1.385,1.3997,1.3843,94.67K,0.79%
5/01/2022,1.3848,1.3813,1.3861,1.3749,68.10K,0.26%
4/01/2022,1.3812,1.3901,1.3919,1.3792,61.97K,-0.65%
3/01/2022,1.3902,1.377,1.3921,1.3739,50.96K,0.96%
31/12/2021,1.377,1.3784,1.3806,1.374,52.93K,-0.14%
30/12/2021,1.3789,1.3795,1.3807,1.3742,43.96K,0.03%
29/12/2021,1.3785,1.3833,1.3865,1.375,44.47K,-0.33%
28/12/2021,1.3831,1.3822,1.3852,1.3765,36.58K,0.15%
27/12/2021,1.381,1.3845,1.3878,1.3803,30.32K,-0.20%
24/12/2021,1.3837,1.3807,1.3855,1.3798,55.28K,0.26%
23/12/2021,1.3801,1.3862,1.3899,1.3787,61.91K,-0.43%
22/12/2021,1.386,1.3982,1.4045,1.3846,54.50K,-0.82%
21/12/2021,1.3974,1.4061,1.4088,1.3971,72.79K,-0.58%
20/12/2021,1.4055,1.4015,1.4121,1.3989,79.90K,0.16%
17/12/2021,1.4033,1.3921,1.4041,1.3915,80.65K,0.83%
16/12/2021,1.3918,1.3947,1.3997,1.3841,66.92K,-0.22%
15/12/2021,1.3949,1.4081,1.41,1.3931,75.19K,-0.91%
14/12/2021,1.4077,1.4025,1.4105,1.4013,70.60K,0.39%
13/12/2021,1.4023,1.3998,1.4064,1.3932,60.65K,0.59%
10/12/2021,1.3941,1.3986,1.4022,1.3921,72.48K,-0.31%
9/12/2021,1.3984,1.3943,1.4015,1.3912,74.27K,0.31%
8/12/2021,1.3941,1.4047,1.4056,1.3918,90.12K,-0.74%
7/12/2021,1.4045,1.4183,1.4208,1.4037,97.12K,-0.97%
6/12/2021,1.4182,1.4291,1.4297,1.4173,78.93K,-0.69%
3/12/2021,1.428,1.4095,1.4301,1.4082,84.85K,1.32%
2/12/2021,1.4094,1.4073,1.4117,1.4044,84.38K,0.18%
1/12/2021,1.4069,1.4033,1.4095,1.3939,96.01K,0.29%
30/11/2021,1.4029,1.3997,1.4159,1.3944,101.83K,0.25%
29/11/2021,1.3994,1.4052,1.4061,1.3966,66.55K,-0.26%
26/11/2021,1.4031,1.3908,1.4062,1.3889,119.38K,0.91%
25/11/2021,1.3904,1.3895,1.3929,1.3869,94.01K,0.08%
24/11/2021,1.3893,1.3835,1.3922,1.3831,81.60K,0.43%
23/11/2021,1.3833,1.384,1.3877,1.3817,101.79K,-0.06%
22/11/2021,1.3841,1.3822,1.385,1.3745,106.91K,0.15%
19/11/2021,1.382,1.3736,1.3838,1.3713,67.69K,0.60%
18/11/2021,1.3738,1.3757,1.3795,1.3709,88.38K,-0.15%
17/11/2021,1.3759,1.3692,1.3777,1.3685,78.71K,0.51%
16/11/2021,1.3689,1.3611,1.3714,1.357,71.54K,0.59%
15/11/2021,1.3609,1.3638,1.3662,1.3566,52.84K,-0.19%
12/11/2021,1.3635,1.3702,1.3745,1.363,53.00K,-0.52%
11/11/2021,1.3706,1.3648,1.3724,1.362,60.00K,0.44%
10/11/2021,1.3646,1.3556,1.3655,1.3523,66.53K,0.71%
9/11/2021,1.355,1.3469,1.3587,1.3455,63.37K,0.58%
8/11/2021,1.3472,1.3518,1.3543,1.3455,55.73K,-0.27%
5/11/2021,1.3508,1.351,1.3588,1.3489,80.51K,-0.01%
4/11/2021,1.351,1.3426,1.3546,1.3384,82.98K,0.61%
3/11/2021,1.3428,1.3461,1.3491,1.3405,82.87K,-0.23%
2/11/2021,1.3459,1.3289,1.3478,1.3274,85.22K,1.29%
1/11/2021,1.3287,1.3317,1.336,1.3267,71.66K,-0.05%
29/10/2021,1.3293,1.3254,1.3334,1.3233,83.75K,0.31%
28/10/2021,1.3252,1.3303,1.3371,1.3233,90.27K,-0.35%
27/10/2021,1.3298,1.3332,1.3357,1.3269,72.25K,-0.26%
26/10/2021,1.3332,1.3349,1.3362,1.3286,63.21K,-0.10%
25/10/2021,1.3346,1.339,1.3403,1.332,61.39K,-0.36%
22/10/2021,1.3394,1.3392,1.3419,1.331,78.82K,0.03%
21/10/2021,1.339,1.3306,1.341,1.3249,68.58K,0.65%
20/10/2021,1.3303,1.3382,1.3397,1.3291,63.73K,-0.60%
19/10/2021,1.3383,1.3491,1.3501,1.3356,63.94K,-0.81%
18/10/2021,1.3492,1.3474,1.3554,1.3443,69.22K,0.21%
15/10/2021,1.3464,1.3484,1.3509,1.3439,63.70K,-0.14%
14/10/2021,1.3483,1.3552,1.3566,1.3463,51.73K,-0.49%
13/10/2021,1.355,1.3604,1.3657,1.3544,80.89K,-0.40%
12/10/2021,1.3604,1.3601,1.364,1.354,59.17K,0.03%
11/10/2021,1.36,1.3672,1.3714,1.3562,62.42K,-0.56%
8/10/2021,1.3676,1.3672,1.3722,1.3625,70.95K,0.03%
7/10/2021,1.3672,1.375,1.3759,1.3651,69.28K,-0.54%
6/10/2021,1.3746,1.3721,1.384,1.3705,89.38K,0.25%
5/10/2021,1.3712,1.3727,1.3796,1.3693,89.84K,-0.14%
4/10/2021,1.3731,1.3767,1.3792,1.3688,73.41K,-0.34%
1/10/2021,1.3778,1.3841,1.3905,1.3741,75.50K,-0.41%
30/09/2021,1.3835,1.3935,1.3943,1.3777,91.13K,-0.67%
29/09/2021,1.3928,1.382,1.3948,1.3764,74.27K,0.81%
28/09/2021,1.3816,1.3723,1.3841,1.3675,92.86K,0.68%
27/09/2021,1.3723,1.3776,1.3807,1.3707,64.07K,-0.36%
24/09/2021,1.3772,1.3704,1.3821,1.3666,57.09K,0.50%
23/09/2021,1.3704,1.3801,1.3845,1.3668,71.10K,-0.69%
22/09/2021,1.3799,1.3831,1.3844,1.3704,83.36K,-0.20%
21/09/2021,1.3826,1.3799,1.3849,1.3728,71.22K,0.30%
20/09/2021,1.3784,1.3757,1.3851,1.3744,71.86K,0.17%
17/09/2021,1.3761,1.3715,1.3772,1.3656,58.72K,0.33%
16/09/2021,1.3716,1.3635,1.3749,1.3611,72.21K,0.62%
15/09/2021,1.3631,1.3656,1.3698,1.3624,66.76K,-0.22%
14/09/2021,1.3661,1.3571,1.3675,1.3559,76.80K,0.66%
13/09/2021,1.3572,1.3589,1.3633,1.3556,60.67K,-0.15%
10/09/2021,1.3592,1.3572,1.361,1.3493,76.66K,0.15%
9/09/2021,1.3572,1.3579,1.3612,1.3521,63.54K,-0.03%
8/09/2021,1.3576,1.3539,1.3615,1.3504,78.87K,0.33%
7/09/2021,1.3532,1.3441,1.3561,1.3388,79.11K,0.69%
6/09/2021,1.3439,1.3404,1.3467,1.3396,58.10K,0.25%
3/09/2021,1.3405,1.3513,1.3523,1.3371,68.37K,-0.79%
2/09/2021,1.3512,1.3575,1.3596,1.3494,61.24K,-0.43%
1/09/2021,1.357,1.3669,1.3685,1.3542,70.75K,-0.71%
31/08/2021,1.3667,1.3706,1.3722,1.362,63.53K,-0.25%
30/08/2021,1.3701,1.368,1.3729,1.3657,40.85K,0.20%
27/08/2021,1.3674,1.382,1.3849,1.3666,67.84K,-1.00%
26/08/2021,1.3812,1.3743,1.3824,1.3735,64.28K,0.51%
25/08/2021,1.3742,1.3778,1.3819,1.3734,54.62K,-0.25%
24/08/2021,1.3776,1.387,1.3889,1.3751,41.20K,-0.68%
23/08/2021,1.387,1.4032,1.4063,1.3853,51.68K,-1.03%
20/08/2021,1.4015,1.3992,1.4074,1.3971,70.79K,0.18%
19/08/2021,1.399,1.3824,1.4003,1.3805,83.81K,1.19%
18/08/2021,1.3826,1.3793,1.3836,1.3754,67.36K,0.28%
17/08/2021,1.3787,1.3632,1.3808,1.362,60.45K,1.18%
16/08/2021,1.3626,1.3571,1.3664,1.3556,53.17K,0.43%
13/08/2021,1.3567,1.3633,1.364,1.3546,45.10K,-0.47%
12/08/2021,1.3631,1.3561,1.364,1.3555,50.69K,0.52%
11/08/2021,1.3561,1.3609,1.3657,1.3532,51.33K,-0.30%
10/08/2021,1.3602,1.3633,1.367,1.3592,52.31K,-0.23%
9/08/2021,1.3633,1.3589,1.3647,1.357,57.08K,0.31%
6/08/2021,1.3591,1.35,1.3614,1.3499,50.24K,0.65%
5/08/2021,1.3503,1.3548,1.3558,1.3484,53.87K,-0.33%
4/08/2021,1.3548,1.3519,1.3569,1.3463,52.13K,0.25%
3/08/2021,1.3514,1.358,1.3593,1.3496,55.27K,-0.51%
2/08/2021,1.3583,1.3621,1.3647,1.3544,50.02K,-0.22%
30/07/2021,1.3613,1.3525,1.3642,1.3504,57.36K,0.70%
29/07/2021,1.3519,1.3556,1.359,1.3487,58.71K,-0.26%
28/07/2021,1.3554,1.3584,1.3668,1.3546,81.73K,-0.19%
27/07/2021,1.358,1.3539,1.363,1.3533,65.94K,0.25%
26/07/2021,1.3546,1.3574,1.3642,1.3529,51.37K,-0.19%
23/07/2021,1.3572,1.3547,1.3593,1.351,41.80K,0.16%
22/07/2021,1.355,1.3589,1.3621,1.3516,57.51K,-0.27%
21/07/2021,1.3587,1.3639,1.372,1.3582,48.60K,-0.35%
20/07/2021,1.3635,1.3616,1.3704,1.359,62.60K,0.18%
19/07/2021,1.3611,1.3511,1.3657,1.3483,68.49K,0.78%
16/07/2021,1.3506,1.3463,1.3528,1.3434,51.45K,0.33%
15/07/2021,1.3461,1.3367,1.3493,1.3355,50.64K,0.72%
14/07/2021,1.3365,1.3428,1.3457,1.3356,50.02K,-0.43%
13/07/2021,1.3423,1.3378,1.3464,1.3326,45.57K,0.37%
12/07/2021,1.3374,1.3365,1.3427,1.3339,53.26K,0.13%
9/07/2021,1.3356,1.3461,1.3497,1.3342,57.35K,-0.77%
8/07/2021,1.3459,1.3363,1.3484,1.3351,74.92K,0.71%
7/07/2021,1.3364,1.3337,1.3402,1.327,54.25K,0.20%
6/07/2021,1.3337,1.328,1.3369,1.3157,82.56K,0.44%
5/07/2021,1.3278,1.3291,1.3319,1.3266,49.23K,-0.05%
2/07/2021,1.3284,1.3387,1.3432,1.3273,45.76K,-0.74%
1/07/2021,1.3383,1.3337,1.3405,1.3318,45.11K,0.38%
30/06/2021,1.3332,1.3312,1.3348,1.3283,46.24K,0.17%
29/06/2021,1.331,1.3213,1.3321,1.3207,51.05K,0.74%
28/06/2021,1.3212,1.3178,1.3239,1.3147,47.00K,0.25%
25/06/2021,1.3179,1.3189,1.3195,1.3127,53.39K,-0.05%
24/06/2021,1.3186,1.3199,1.3218,1.317,52.40K,-0.09%
23/06/2021,1.3198,1.3238,1.3268,1.3157,51.15K,-0.29%
22/06/2021,1.3236,1.3275,1.3345,1.3218,59.08K,-0.24%
21/06/2021,1.3268,1.3362,1.3376,1.3249,70.85K,-0.77%
18/06/2021,1.3371,1.324,1.3376,1.3224,74.77K,0.97%
17/06/2021,1.3242,1.3139,1.3264,1.3079,68.68K,0.80%
16/06/2021,1.3137,1.3008,1.3147,1.296,52.60K,1.04%
15/06/2021,1.3002,1.2967,1.3032,1.2958,45.58K,0.29%
14/06/2021,1.2965,1.2979,1.3,1.2943,35.42K,-0.07%
11/06/2021,1.2974,1.2895,1.3009,1.2859,35.63K,0.60%
10/06/2021,1.2897,1.2934,1.2957,1.2879,52.41K,-0.29%
9/06/2021,1.2935,1.292,1.2946,1.2881,41.05K,0.15%
8/06/2021,1.2915,1.2888,1.2934,1.288,41.58K,0.16%
7/06/2021,1.2895,1.2917,1.2946,1.2875,33.70K,-0.21%
4/06/2021,1.2922,1.3058,1.3071,1.2909,47.41K,-1.02%
3/06/2021,1.3055,1.2896,1.3082,1.2895,47.62K,1.23%
2/06/2021,1.2897,1.2894,1.2962,1.2864,46.07K,0.03%
1/06/2021,1.2893,1.2929,1.2936,1.287,53.61K,-0.29%
31/05/2021,1.293,1.297,1.2987,1.2915,46.84K,-0.25%
28/05/2021,1.2962,1.2915,1.3026,1.2905,59.57K,0.43%
27/05/2021,1.2907,1.292,1.295,1.2889,87.08K,-0.09%
26/05/2021,1.2918,1.2903,1.2936,1.2824,70.83K,0.14%
25/05/2021,1.29,1.29,1.2932,1.2858,55.43K,0.02%
24/05/2021,1.2897,1.2933,1.2977,1.2889,49.72K,-0.26%
21/05/2021,1.293,1.286,1.2955,1.2847,54.22K,0.56%
20/05/2021,1.2858,1.2938,1.296,1.285,58.00K,-0.61%
19/05/2021,1.2937,1.2832,1.2968,1.2823,68.50K,0.84%
18/05/2021,1.2829,1.2885,1.2888,1.2796,56.10K,-0.33%
17/05/2021,1.2872,1.2853,1.2937,1.2834,56.39K,0.09%
14/05/2021,1.286,1.2939,1.2965,1.2839,62.86K,-0.58%
13/05/2021,1.2935,1.2946,1.3009,1.2908,78.92K,-0.05%
12/05/2021,1.2942,1.2753,1.2955,1.2742,74.81K,1.51%
11/05/2021,1.2749,1.277,1.2788,1.2727,66.84K,-0.15%
10/05/2021,1.2768,1.2742,1.2778,1.2671,61.87K,0.18%
7/05/2021,1.2745,1.2853,1.2886,1.2717,58.52K,-0.83%
6/05/2021,1.2852,1.2908,1.2987,1.2839,60.31K,-0.41%
5/05/2021,1.2905,1.2977,1.2981,1.2895,47.00K,-0.54%
4/05/2021,1.2975,1.2881,1.303,1.2876,68.66K,0.72%
3/05/2021,1.2882,1.2958,1.2977,1.2875,50.78K,-0.58%
30/04/2021,1.2957,1.2878,1.2995,1.2845,60.58K,0.62%
29/04/2021,1.2877,1.2835,1.2904,1.279,55.58K,0.37%
28/04/2021,1.283,1.2878,1.2945,1.2816,60.78K,-0.33%
27/04/2021,1.2872,1.2823,1.2886,1.2811,57.18K,0.41%
26/04/2021,1.2819,1.2912,1.2929,1.2794,50.91K,-0.68%
23/04/2021,1.2907,1.2982,1.2991,1.2885,71.70K,-0.50%
22/04/2021,1.2972,1.29,1.3004,1.2878,71.66K,0.58%
21/04/2021,1.2897,1.2944,1.2989,1.2881,66.24K,-0.36%
20/04/2021,1.2943,1.2885,1.2972,1.2793,76.06K,0.43%
19/04/2021,1.2888,1.2923,1.2979,1.2845,67.30K,-0.31%
16/04/2021,1.2928,1.2899,1.2947,1.2886,61.33K,0.23%
15/04/2021,1.2898,1.2941,1.2979,1.2882,73.94K,-0.35%
14/04/2021,1.2943,1.309,1.3099,1.2923,76.00K,-1.10%
13/04/2021,1.3087,1.3118,1.3183,1.3073,73.20K,-0.22%
12/04/2021,1.3116,1.3124,1.3168,1.3095,71.59K,-0.02%
9/04/2021,1.3118,1.3067,1.318,1.3051,60.04K,0.41%
8/04/2021,1.3065,1.3128,1.3155,1.3053,58.59K,-0.50%
7/04/2021,1.313,1.3049,1.3157,1.3024,61.87K,0.63%
6/04/2021,1.3048,1.3068,1.3148,1.3039,53.42K,-0.17%
5/04/2021,1.307,1.3151,1.3162,1.3053,40.92K,-0.58%
2/04/2021,1.3146,1.3128,1.3167,1.3091,30.09K,0.16%
1/04/2021,1.3125,1.3163,1.3277,1.3124,76.56K,-0.25%
31/03/2021,1.3158,1.3163,1.318,1.3094,63.31K,-0.02%
30/03/2021,1.316,1.3106,1.3185,1.3046,68.78K,0.44%
29/03/2021,1.3103,1.3091,1.3133,1.306,61.04K,0.07%
26/03/2021,1.3094,1.3192,1.3203,1.308,52.02K,-0.75%
25/03/2021,1.3193,1.3189,1.3223,1.3132,54.25K,0.05%
24/03/2021,1.3186,1.312,1.3192,1.3095,54.52K,0.56%
23/03/2021,1.3113,1.2909,1.313,1.2903,59.96K,1.60%
22/03/2021,1.2907,1.2944,1.3009,1.289,55.35K,-0.05%
19/03/2021,1.2913,1.2888,1.2958,1.2865,77.38K,0.23%
18/03/2021,1.2883,1.2825,1.2905,1.2738,84.10K,0.48%
17/03/2021,1.2822,1.2914,1.2989,1.2803,64.90K,-0.67%
16/03/2021,1.2908,1.2895,1.2969,1.2885,61.71K,0.12%
15/03/2021,1.2893,1.291,1.2977,1.2859,69.34K,0.14%
12/03/2021,1.2875,1.2838,1.2946,1.2817,77.99K,0.32%
11/03/2021,1.2834,1.2928,1.295,1.283,71.75K,-0.72%
10/03/2021,1.2927,1.2959,1.3041,1.2909,79.93K,-0.31%
9/03/2021,1.2967,1.3068,1.3123,1.2943,109.05K,-0.79%
8/03/2021,1.307,1.3008,1.3096,1.2948,115.73K,0.48%
5/03/2021,1.3007,1.2938,1.3119,1.2935,121.35K,0.50%
4/03/2021,1.2942,1.2862,1.2974,1.2795,122.62K,0.65%
3/03/2021,1.2858,1.2791,1.287,1.2756,107.95K,0.55%
2/03/2021,1.2788,1.2865,1.2928,1.2758,117.00K,-0.58%
1/03/2021,1.2862,1.2966,1.2989,1.2842,108.13K,-0.87%
26/02/2021,1.2975,1.2703,1.3001,1.2684,130.50K,2.17%
25/02/2021,1.27,1.255,1.2724,1.2486,119.29K,1.22%
24/02/2021,1.2547,1.2641,1.2666,1.2541,101.51K,-0.73%
23/02/2021,1.2639,1.2632,1.2692,1.2601,90.25K,0.10%
22/02/2021,1.2626,1.272,1.2736,1.2611,86.94K,-0.62%
19/02/2021,1.2705,1.2874,1.2893,1.2694,102.58K,-1.30%
18/02/2021,1.2872,1.2901,1.2936,1.2837,87.71K,-0.19%
17/02/2021,1.2897,1.2891,1.2947,1.2866,90.99K,0.07%
16/02/2021,1.2888,1.2853,1.2914,1.2809,67.01K,0.30%
15/02/2021,1.285,1.2895,1.2907,1.2837,49.38K,-0.29%
12/02/2021,1.2888,1.29,1.2958,1.2878,52.99K,-0.08%
11/02/2021,1.2898,1.295,1.2967,1.2866,54.59K,-0.39%
10/02/2021,1.2948,1.2921,1.296,1.289,79.77K,0.22%
9/02/2021,1.292,1.2979,1.2989,1.2917,60.78K,-0.49%
8/02/2021,1.2984,1.3061,1.3071,1.296,62.89K,-0.30%
5/02/2021,1.3023,1.3156,1.3189,1.302,70.35K,-1.01%
4/02/2021,1.3156,1.3127,1.318,1.3074,70.53K,0.24%
3/02/2021,1.3125,1.3146,1.3157,1.3111,65.45K,-0.14%
2/02/2021,1.3144,1.3122,1.3223,1.3049,77.58K,0.18%
1/02/2021,1.312,1.3081,1.3148,1.3048,101.63K,0.29%
29/01/2021,1.3082,1.3023,1.3105,1.2977,103.66K,0.51%
28/01/2021,1.3016,1.3049,1.3173,1.2989,97.76K,-0.23%
27/01/2021,1.3046,1.2915,1.3083,1.2879,89.84K,1.04%
26/01/2021,1.2912,1.2964,1.304,1.2895,69.18K,-0.46%
25/01/2021,1.2972,1.2948,1.3017,1.2905,81.06K,0.12%
22/01/2021,1.2957,1.2879,1.2984,1.2869,76.80K,0.61%
21/01/2021,1.2878,1.291,1.2919,1.2847,71.87K,-0.22%
20/01/2021,1.2907,1.2996,1.3003,1.2885,70.16K,-0.65%
19/01/2021,1.2992,1.3019,1.3034,1.2943,73.57K,-0.17%
18/01/2021,1.3014,1.2976,1.3058,1.2959,67.26K,0.26%
15/01/2021,1.298,1.2857,1.3019,1.2838,81.10K,0.97%
14/01/2021,1.2855,1.2931,1.294,1.2809,80.94K,-0.56%
13/01/2021,1.2928,1.2866,1.2951,1.285,78.00K,0.51%
12/01/2021,1.2863,1.2991,1.301,1.2855,83.33K,-0.94%
11/01/2021,1.2985,1.2894,1.3045,1.2867,78.32K,0.78%
8/01/2021,1.2885,1.2881,1.294,1.2822,94.52K,0.12%
7/01/2021,1.287,1.2817,1.2945,1.279,89.55K,0.42%
6/01/2021,1.2816,1.2887,1.2932,1.2786,107.49K,-0.52%
5/01/2021,1.2883,1.3045,1.3054,1.2855,87.31K,-1.25%
4/01/2021,1.3046,1.2983,1.3087,1.2917,89.35K,0.53%
1/01/2021,1.2977,1.2996,1.3002,1.2978,1.16K,-0.13%
31/12/2020,1.2994,1.301,1.3024,1.2915,73.49K,-0.12%
30/12/2020,1.3009,1.3147,1.3155,1.3009,65.76K,-1.04%
29/12/2020,1.3146,1.3196,1.3197,1.3115,59.31K,-0.36%
28/12/2020,1.3193,1.3187,1.3233,1.3117,68.46K,0.27%
25/12/2020,1.3158,1.3163,1.3202,1.3133,6.11K,-0.07%
24/12/2020,1.3167,1.3204,1.3217,1.3145,64.69K,-0.22%
23/12/2020,1.3196,1.3292,1.3304,1.317,77.76K,-0.73%
22/12/2020,1.3293,1.3185,1.3304,1.3171,85.21K,0.86%
21/12/2020,1.318,1.3162,1.3402,1.3141,97.97K,0.51%
18/12/2020,1.3113,1.312,1.319,1.3106,64.33K,-0.04%
17/12/2020,1.3118,1.3198,1.3218,1.3089,60.04K,-0.59%
16/12/2020,1.3196,1.323,1.3266,1.3194,64.77K,-0.23%
15/12/2020,1.3226,1.3271,1.3321,1.3205,61.44K,-0.29%
14/12/2020,1.3264,1.3264,1.329,1.3194,64.85K,-0.05%
11/12/2020,1.3271,1.3273,1.3298,1.3204,66.66K,0.00%
10/12/2020,1.3271,1.3425,1.3467,1.3261,69.35K,-1.17%
9/12/2020,1.3428,1.3491,1.3507,1.3357,66.24K,-0.46%
8/12/2020,1.349,1.3475,1.3516,1.3447,62.83K,0.13%
7/12/2020,1.3473,1.345,1.3566,1.3414,71.19K,0.07%
4/12/2020,1.3464,1.3442,1.3496,1.3432,71.94K,0.19%
3/12/2020,1.3439,1.349,1.3519,1.3422,68.39K,-0.31%
2/12/2020,1.3481,1.3567,1.3605,1.3475,74.09K,-0.59%
1/12/2020,1.3561,1.3614,1.3624,1.356,68.38K,-0.37%
30/11/2020,1.3611,1.3527,1.3626,1.3498,69.61K,0.56%
27/11/2020,1.3535,1.3583,1.3604,1.3513,61.61K,-0.33%
26/11/2020,1.358,1.3579,1.3601,1.3557,54.08K,0.01%
25/11/2020,1.3578,1.3585,1.3653,1.356,75.37K,-0.04%
24/11/2020,1.3583,1.3725,1.373,1.3571,76.49K,-1.02%
23/11/2020,1.3723,1.3689,1.3765,1.3627,69.10K,0.26%
20/11/2020,1.3687,1.3721,1.3764,1.3651,73.84K,-0.21%
19/11/2020,1.3716,1.3688,1.3786,1.3685,75.67K,0.22%
18/11/2020,1.3686,1.3698,1.3752,1.3638,76.22K,-0.04%
17/11/2020,1.3691,1.3663,1.372,1.3623,74.12K,0.22%
16/11/2020,1.3661,1.3769,1.3786,1.3647,77.62K,-0.68%
13/11/2020,1.3755,1.3828,1.385,1.3747,72.84K,-0.51%
12/11/2020,1.3826,1.3734,1.3845,1.3709,86.39K,0.69%
11/11/2020,1.3731,1.3728,1.3775,1.3662,81.01K,0.04%
10/11/2020,1.3725,1.3725,1.3789,1.3707,107.49K,0.00%
9/11/2020,1.3725,1.3783,1.3783,1.3622,113.67K,-0.34%
6/11/2020,1.3772,1.3731,1.3815,1.372,105.71K,0.31%
5/11/2020,1.3729,1.3922,1.3997,1.3716,113.21K,-1.40%
4/11/2020,1.3924,1.3958,1.4187,1.3845,141.24K,-0.22%
3/11/2020,1.3955,1.4176,1.4231,1.3935,74.61K,-1.53%
2/11/2020,1.4172,1.4218,1.4304,1.4167,86.81K,-0.40%
30/10/2020,1.4229,1.4226,1.4264,1.4137,95.39K,0.03%
29/10/2020,1.4225,1.4194,1.4283,1.4129,96.74K,0.23%
28/10/2020,1.4192,1.4033,1.421,1.3969,90.75K,1.19%
27/10/2020,1.4025,1.4039,1.4056,1.3989,73.07K,-0.09%
26/10/2020,1.4037,1.4027,1.408,1.3991,79.00K,0.24%
